key,en,es,fr,zh,hi,ko
article_depression_li32,<strong>Regular exercise:</strong> Aim for at least 30 minutes of physical activity most days. Even a short walk can help,<strong>Ejercicio regular:</strong> Intenta al menos 30 minutos de actividad física la mayoría de los días. Incluso una caminata corta puede ayudar,<strong>Exercice régulier :</strong> Visez au moins 30 minutes d'activité physique la plupart des jours. Même une courte marche peut aider,<strong>定期锻炼：</strong>大多数日子每天至少进行30分钟的体育活动。即使是短暂的散步也能有所帮助,<strong>नियमित व्यायाम:</strong> अधिकांश दिनों में कम से कम 30 मिनट की शारीरिक गतिविधि का लक्ष्य रखें। एक छोटी सैर भी मदद कर सकती है,<strong>규칙적인 운동:</strong> 대부분의 날 최소 30분의 신체 활동을 목표로 함. 짧은 산책도 도움이 됨
article_depression_li33,<strong>Healthy eating:</strong> A balanced diet supports both physical and mental health,<strong>Alimentación saludable:</strong> Una dieta equilibrada apoya tanto la salud física como mental,<strong>Alimentation saine :</strong> Une alimentation équilibrée soutient à la fois la santé physique et mentale,<strong>健康饮食：</strong>均衡的饮食支持身体和心理健康,<strong>स्वस्थ भोजन:</strong> संतुलित आहार शारीरिक और मानसिक दोनों स्वास्थ्य का समर्थन करता है,"<strong>건강한 식단:</strong> 균형 잡힌 식단이 신체적, 정신적 건강을 지원함"
article_depression_li34,<strong>Quality sleep:</strong> Maintain a consistent sleep schedule and practice good sleep hygiene,<strong>Sueño de calidad:</strong> Mantén un horario de sueño consistente y practica buena higiene del sueño,<strong>Sommeil de qualité :</strong> Maintenez un horaire de sommeil régulier et pratiquez une bonne hygiène de sommeil,<strong>优质睡眠：</strong>保持规律的睡眠时间表并养成良好的睡眠习惯,<strong>गुणवत्तापूर्ण नींद:</strong> एक सुसंगत नींद कार्यक्रम बनाए रखें और अच्छी नींद स्वच्छता का अभ्यास करें,<strong>양질의 수면:</strong> 일관된 수면 일정을 유지하고 좋은 수면 위생을 실천함
article_depression_li35,<strong>Limit alcohol:</strong> Alcohol is a depressant and can worsen symptoms,<strong>Limita el alcohol:</strong> El alcohol es un depresor y puede empeorar los síntomas,<strong>Limitez l'alcool :</strong> L'alcool est un dépresseur et peut aggraver les symptômes,<strong>限制酒精：</strong>酒精是一种抑制剂，可能会加重症状,<strong>शराब सीमित करें:</strong> शराब एक अवसादक है और लक्षणों को खराब कर सकती है,<strong>알코올 제한:</strong> 알코올은 진정제이며 증상을 악화시킬 수 있음
article_depression_li36,"<strong>Stay connected:</strong> Reach out to friends and family, even when you don't feel like it","<strong>Mantente conectado:</strong> Comunícate con amigos y familiares, incluso cuando no tengas ganas","<strong>Restez connecté :</strong> Contactez vos amis et votre famille, même quand vous n'en avez pas envie",<strong>保持联系：</strong>与朋友和家人保持联系，即使你不想,"<strong>जुड़े रहें:</strong> दोस्तों और परिवार से संपर्क करें, भले ही आपका मन न हो",<strong>연결 유지:</strong> 그렇게 하고 싶지 않을 때에도 친구와 가족에게 연락하세요
article_depression_li37,<strong>Join a support group:</strong> Connecting with others who understand can be very helpful,<strong>Únete a un grupo de apoyo:</strong> Conectar con otros que entienden puede ser muy útil,<strong>Rejoignez un groupe de soutien :</strong> Se connecter avec d'autres qui comprennent peut être très utile,<strong>加入支持小组：</strong>与理解你的人建立联系可能非常有帮助,<strong>सहायता समूह में शामिल हों:</strong> समझने वाले दूसरों से जुड़ना बहुत सहायक हो सकता है,<strong>지지 그룹 참여:</strong> 이해하는 다른 사람들과 연결하는 것이 매우 도움이 될 수 있음
article_depression_li38,<strong>Volunteer:</strong> Helping others can improve your mood and sense of purpose,<strong>Voluntariado:</strong> Ayudar a otros puede mejorar tu estado de ánimo y sentido de propósito,<strong>Bénévolat :</strong> Aider les autres peut améliorer votre humeur et votre sens du but,<strong>志愿服务：</strong>帮助他人可以改善你的情绪和目标感,<strong>स्वयंसेवा करें:</strong> दूसरों की मदद करना आपकी मनोदशा और उद्देश्य की भावना में सुधार कर सकता है,<strong>자원봉사:</strong> 다른 사람을 돕는 것이 기분과 목적 의식을 향상시킬 수 있음
article_depression_li39,<strong>Set realistic goals:</strong> Break tasks into smaller steps and celebrate small achievements,<strong>Establece metas realistas:</strong> Divide las tareas en pasos más pequeños y celebra los pequeños logros,<strong>Fixez des objectifs réalistes :</strong> Divisez les tâches en étapes plus petites et célébrez les petites réussites,<strong>设定现实目标：</strong>将任务分解为较小的步骤，并庆祝小成就,<strong>यथार्थवादी लक्ष्य निर्धारित करें:</strong> कार्यों को छोटे चरणों में विभाजित करें और छोटी उपलब्धियों का जश्न मनाएं,<strong>현실적인 목표 설정:</strong> 과제를 작은 단계로 나누고 작은 성취를 축하하세요
article_depression_li4,<strong>Loss of interest or pleasure</strong> in hobbies and activities you used to enjoy,<strong>Pérdida de interés o placer</strong> en pasatiempos y actividades que solías disfrutar,<strong>Perte d'intérêt ou de plaisir</strong> pour les loisirs et activités que vous aimiez,<strong>对爱好和活动失去兴趣或愉悦感</strong>,<strong>रुचि या आनंद की हानि</strong> शौक और गतिविधियों में जो आप पहले पसंद करते थे,<strong>흥미나 즐거움 상실</strong> 한때 즐겼던 취미와 활동에서
article_depression_li40,<strong>Challenge negative thoughts:</strong> Question whether your negative thoughts are accurate,<strong>Desafía los pensamientos negativos:</strong> Cuestiona si tus pensamientos negativos son precisos,<strong>Remettez en question les pensées négatives :</strong> Questionnez si vos pensées négatives sont exactes,<strong>挑战消极想法：</strong>质疑你的消极想法是否准确,<strong>नकारात्मक विचारों को चुनौती दें:</strong> प्रश्न करें कि क्या आपके नकारात्मक विचार सटीक हैं,<strong>부정적 사고에 도전:</strong> 부정적인 생각이 정확한지 질문하세요
